filename,timestamp,latitude,longitude,detections
frame_1764474045.jpg,1764474045,12.971676876338234,77.5946773749731,[]
frame_1764474046.jpg,1764474046,12.971757112766298,77.59474999180587,[]
frame_1764474047.jpg,1764474047,12.971902222620482,77.59488887154045,[]
frame_1764474048.jpg,1764474048,12.972047357690828,77.59503020542965,[]
frame_1764474049.jpg,1764474049,12.972180075990131,77.5951681008312,[]
frame_1764474050.jpg,1764474050,12.97231472034772,77.59530718847441,[]
frame_1764474051.jpg,1764474051,12.972452642122237,77.59544093373192,[]
frame_1764474052.jpg,1764474052,12.97258539464976,77.59558085052875,[]
frame_1764474053.jpg,1764474053,12.972723649382713,77.59571500083526,[]
frame_1764474054.jpg,1764474054,12.972868158339978,77.59585838214942,[]
frame_1764474055.jpg,1764474055,12.973005110130597,77.5959939520397,[]
frame_1764474056.jpg,1764474056,12.973139886006095,77.5961292656887,[]
frame_1764474057.jpg,1764474057,12.973281049579228,77.59626099310566,[]
frame_1764474058.jpg,1764474058,12.973424050775698,77.59639659670816,[]
frame_1764474059.jpg,1764474059,12.973558551998869,77.59653914508735,[]
frame_1764474060.jpg,1764474060,12.973699652260288,77.5966849959061,[]
frame_1764474061.jpg,1764474061,12.973842710052914,77.5968273268531,[]
frame_1764474062.jpg,1764474062,12.973969965138549,77.59697149721063,[]
frame_1764474063.jpg,1764474063,12.974108699683446,77.59711123249745,[]
frame_1764474064.jpg,1764474064,12.974243653941183,77.5972465755178,[]
frame_1764474066.jpg,1764474066,12.974385873558385,77.59738489847062,[]
frame_1764474067.jpg,1764474067,12.974522312950915,77.59752076038994,[]
frame_1764474068.jpg,1764474068,12.974653374642802,77.59765255281825,[]
